"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
6.844447038E1,-4.239617995E-1,1.336130877E0,9.709331412E0
6.846437038E1,-4.220547667E-1,1.361286037E0,9.705919561E0
6.848427038E1,-4.520707173E-1,1.366806978E0,9.703791760E0
6.850416938E1,-5.782022487E-1,1.359592391E0,9.698107681E0
6.852406938E1,-6.779690136E-1,1.362516145E0,9.691233695E0
6.854396938E1,-6.915518032E-1,1.361654265E0,9.690394619E0
6.856386838E1,-6.862474284E-1,1.358417247E0,9.691226093E0
6.858376837E1,-6.706952966E-1,1.372842620E0,9.690282353E0
6.860366837E1,-6.307517970E-1,1.387140524E0,9.690928470E0
6.862356738E1,-6.438790885E-1,1.358921715E0,9.694062577E0
6.864346738E1,-7.415559489E-1,1.309165857E0,9.693929846E0
6.866336738E1,-8.654803026E-1,1.277601563E0,9.687867453E0
6.868326638E1,-9.561155073E-1,1.272303840E0,9.680040370E0
6.870316638E1,-1.012300379E0,1.258914301E0,9.676077712E0
6.872306638E1,-1.065911088E0,1.218107460E0,9.675543861E0
6.874296538E1,-1.093694133E0,1.180645811E0,9.677086941E0
6.876286537E1,-1.092092800E0,1.158105160E0,9.679991253E0
6.878276537E1,-1.066084604E0,1.135155277E0,9.685606919E0
6.880266537E1,-1.030959064E0,1.091993324E0,9.694368387E0
6.882256438E1,-9.968736702E-1,1.027866764E0,9.704938399E0
6.884246438E1,-9.682384665E-1,9.690608773E-1,9.713883469E0
6.886236438E1,-9.763515513E-1,9.208391091E-1,9.717761927E0
6.888226338E1,-1.057129301E0,8.959155717E-1,9.711638138E0
6.890216338E1,-1.098492796E0,8.959559906E-1,9.707042812E0
6.892206338E1,-1.047252038E0,9.070146102E-1,9.711677899E0
6.894196238E1,-9.548028074E-1,9.316104843E-1,9.718876407E0
6.896186237E1,-8.851930938E-1,9.530020112E-1,9.723390457E0
6.898176237E1,-8.873632879E-1,9.603116155E-1,9.722473614E0
6.900166138E1,-9.277348036E-1,9.572582725E-1,9.719005045E0
6.902156138E1,-9.401024687E-1,9.430848411E-1,9.719202681E0
6.904146138E1,-8.788433830E-1,9.473620062E-1,9.724517215E0
6.906136138E1,-7.362540592E-1,9.666021232E-1,9.734459821E0
6.908126038E1,-6.019990642E-1,1.002878322E0,9.740017015E0
6.910116038E1,-5.591983227E-1,1.028761095E0,9.739869080E0
6.912106038E1,-5.294863177E-1,1.033449612E0,9.741033261E0
6.914095937E1,-4.415225596E-1,1.036680930E0,9.745073102E0
6.916085937E1,-3.515544856E-1,1.050581662E0,9.747245343E0
6.918075937E1,-3.475268869E-1,1.079015940E0,9.744283143E0
6.920065838E1,-4.810506875E-1,1.110290066E0,9.735088397E0
6.922055838E1,-6.824146517E-1,1.138506316E0,9.719784479E0
6.924045838E1,-8.320223153E-1,1.184048744E0,9.702673187E0
6.926035838E1,-8.362801847E-1,1.267885976E0,9.691707904E0
6.928025738E1,-7.531125321E-1,1.347558090E0,9.687776236E0
6.930015738E1,-7.319631531E-1,1.391767718E0,9.683145826E0
6.932005738E1,-8.219789916E-1,1.398619193E0,9.674932242E0
6.933995637E1,-9.578341502E-1,1.371970800E0,9.666247957E0
6.935985637E1,-1.077902850E0,1.327000595E0,9.659880924E0
6.937975637E1,-1.109166450E0,1.253542756E0,9.666151478E0
6.939965538E1,-1.028509665E0,1.154524033E0,9.687380379E0
6.941955538E1,-8.833099980E-1,1.039494171E0,9.714695647E0
6.943945538E1,-7.021022268E-1,9.312888875E-1,9.740423396E0
6.945935538E1,-4.870455819E-1,8.448113454E-1,9.761412562E0
6.947925438E1,-3.131219796E-1,7.658441864E-1,9.775046514E0
6.949915438E1,-2.341457209E-1,7.046035925E-1,9.781861444E0
6.951905438E1,-2.041875846E-1,6.678750383E-1,9.785108403E0
6.953895337E1,-1.983622046E-1,6.384222476E-1,9.787194105E0
6.955885337E1,-2.468696093E-1,6.131953859E-1,9.787703982E0
6.957875337E1,-3.367321228E-1,6.065316065E-1,9.785439940E0
6.959865337E1,-4.150583539E-1,6.204294149E-1,9.781559143E0
6.961855238E1,-4.277014594E-1,6.393652573E-1,9.779794453E0
6.963845238E1,-3.814298107E-1,6.607355149E-1,9.780288543E0
6.965835238E1,-3.091199990E-1,6.891815612E-1,9.780877942E0
6.967825138E1,-2.556412368E-1,7.192021166E-1,9.780260476E0
6.969815138E1,-2.409991510E-1,7.425731452E-1,9.778885796E0
6.971805138E1,-2.470536504E-1,7.699740017E-1,9.776615322E0
6.973795138E1,-2.657613966E-1,7.992255020E-1,9.773776499E0
6.975785037E1,-2.971314345E-1,8.219923671E-1,9.770984454E0
6.977775037E1,-3.230590668E-1,8.444567849E-1,9.768245618E0
6.979765037E1,-3.371317800E-1,8.639244316E-1,9.766067530E0
6.981754938E1,-3.309410404E-1,8.797722133E-1,9.764864758E0
6.983744938E1,-2.888208052E-1,8.996914112E-1,9.764386455E0
6.985734938E1,-2.301974616E-1,9.203134444E-1,9.764022174E0
6.987724938E1,-1.857255128E-1,9.315167096E-1,9.763906984E0
6.989714838E1,-1.819798595E-1,9.406155619E-1,9.763105330E0
6.991704838E1,-2.037192226E-1,9.507619429E-1,9.761693228E0
6.993694838E1,-2.278502613E-1,9.587172990E-1,9.760381697E0
6.995684838E1,-2.490726209E-1,9.640903055E-1,9.759333876E0
6.997674737E1,-2.680904888E-1,9.723428464E-1,9.758010651E0
6.999664738E1,-2.779034506E-1,9.821928466E-1,9.756749992E0
7.001654738E1,-2.709765831E-1,9.934943450E-1,9.755800404E0
7.003644638E1,-2.586949634E-1,1.009747777E0,9.754464900E0
7.005634638E1,-2.577791250E-1,1.019237589E0,9.753502448E0
7.007624637E1,-2.664226071E-1,1.021463259E0,9.753037010E0
7.009614675E1,-2.848744828E-1,1.024114898E0,9.752237695E0
7.011604575E1,-3.119224599E-1,1.029484761E0,9.750844304E0
7.013594575E1,-3.421631994E-1,1.036897350E0,9.749044531E0
7.015584575E1,-3.704075899E-1,1.049649250E0,9.746647173E0
7.017574475E1,-3.833686012E-1,1.057340385E0,9.745314592E0
7.019564475E1,-3.747347853E-1,1.050637137E0,9.746375277E0
7.021554475E1,-3.588866747E-1,1.039811967E0,9.748132950E0
7.023544475E1,-3.416450265E-1,1.037063045E0,9.749045116E0
7.025534375E1,-3.283021920E-1,1.046792300E0,9.748463902E0
7.027524375E1,-3.438447490E-1,1.052917624E0,9.747268147E0
7.029514375E1,-3.861171946E-1,1.027247690E0,9.748424141E0
7.031504275E1,-4.010843490E-1,9.920693786E-1,9.751462939E0
7.033494275E1,-3.358300070E-1,9.912832204E-1,9.754008232E0
7.035484275E1,-1.884316773E-1,1.024797706E0,9.754505830E0
7.037474275E1,-3.959049219E-2,1.039425978E0,9.754697619E0
7.039464175E1,4.910490791E-2,1.003338863E0,9.758432236E0
7.041454175E1,7.497110789E-2,9.483252619E-1,9.763767820E0
7.043444175E1,1.020453335E-1,9.277799003E-1,9.765495672E0
7.045434175E1,1.358065811E-1,9.449500298E-1,9.763438037E0
7.047424075E1,1.176544117E-1,9.780840082E-1,9.760410349E0
7.049414075E1,6.999805097E-2,1.010370433E0,9.757579127E0
7.051404075E1,8.746333695E-2,1.039369260E0,9.754391810E0
7.053393975E1,1.558517408E-1,1.080114121E0,9.749111189E0
7.055383975E1,1.816635069E-1,1.161221799E0,9.739335814E0
7.057373975E1,1.814692149E-1,1.241344149E0,9.729451681E0
7.059363975E1,1.644492309E-1,1.276444400E0,9.725211865E0
7.061353875E1,1.350109577E-1,1.291296912E0,9.723704453E0
7.063343875E1,1.031920730E-1,1.312324377E0,9.721278443E0
7.065333875E1,7.581876229E-2,1.364537235E0,9.714339552E0
7.067323875E1,6.682042274E-2,1.423216821E0,9.705982127E0
7.069313775E1,7.162360433E-2,1.462230906E0,9.700147190E0
7.071303775E1,2.690913311E-2,1.466059078E0,9.699796357E0
7.073293775E1,-9.614665319E-2,1.469840472E0,9.698784789E0
7.075283675E1,-1.884311108E-1,1.486223640E0,9.694933228E0
7.077273675E1,-2.486505433E-1,1.499447995E0,9.691538919E0
7.079263675E1,-3.312449494E-1,1.487814813E0,9.690860642E0
7.081253675E1,-4.200555306E-1,1.463544191E0,9.691113827E0
7.083243575E1,-4.387435241E-1,1.457884378E0,9.691138970E0
7.085233575E1,-3.589447814E-1,1.462622669E0,9.693708821E0
7.087223575E1,-2.908096808E-1,1.452421032E0,9.697525883E0
7.089213575E1,-3.008767223E-1,1.437349395E0,9.699463651E0
7.091203475E1,-3.308033385E-1,1.422170170E0,9.700726649E0
7.093193475E1,-3.693611210E-1,1.408712657E0,9.701299092E0
7.095183475E1,-4.043546967E-1,1.384606048E0,9.703373684E0
7.097173475E1,-3.955103811E-1,1.361411898E0,9.707019423E0
7.099163375E1,-3.809284119E-1,1.344121535E0,9.710012028E0
7.101153375E1,-4.262927920E-1,1.321458897E0,9.711237019E0
7.103143375E1,-4.979156655E-1,1.302279299E0,9.710419579E0
7.105133275E1,-5.097487123E-1,1.288687592E0,9.711618842E0
7.107123275E1,-4.813564969E-1,1.281341150E0,9.714039590E0
7.109113200E1,-4.785174179E-1,1.266198470E0,9.716165053E0
7.111103200E1,-4.960374667E-1,1.245232839E0,9.717995816E0
7.113093100E1,-5.373106962E-1,1.225213581E0,9.718346064E0
7.115083100E1,-6.176693829E-1,1.198733588E0,9.716873150E0
7.117073100E1,-6.999924052E-1,1.177483052E0,9.713889316E0
7.119063100E1,-7.500393818E-1,1.166426260E0,9.711487280E0
7.121053000E1,-7.706650695E-1,1.163553742E0,9.710217265E0
7.123043000E1,-7.565707216E-1,1.171784283E0,9.710335963E0
7.125033000E1,-7.051598089E-1,1.197495732E0,9.711068619E0
7.127023000E1,-6.641476576E-1,1.220678627E0,9.711073882E0
7.129012900E1,-6.702025956E-1,1.225447104E0,9.710057051E0
7.131002900E1,-6.999701858E-1,1.229237781E0,9.707477260E0
7.132992900E1,-7.019790698E-1,1.236722656E0,9.706381491E0
7.134982800E1,-6.732541844E-1,1.252551507E0,9.706386754E0
7.136972800E1,-6.538962460E-1,1.267666267E0,9.705747653E0
7.138962800E1,-6.685608436E-1,1.267961698E0,9.704710357E0
7.140952800E1,-6.960812757E-1,1.260403148E0,9.703759600E0
7.142942700E1,-7.368733525E-1,1.263756672E0,9.700310912E0
7.144932700E1,-8.040140793E-1,1.280633637E0,9.692762157E0
7.146922700E1,-8.795457798E-1,1.296513798E0,9.684087812E0
7.148912700E1,-9.223645015E-1,1.301287026E0,9.679462665E0
7.150902600E1,-9.217701320E-1,1.313820094E0,9.677826029E0
7.152892600E1,-9.151782735E-1,1.347525053E0,9.673816593E0
7.154882600E1,-9.451071006E-1,1.383576646E0,9.665846254E0
7.156872500E1,-1.012333781E0,1.405312355E0,9.655898386E0
7.158862500E1,-1.084100168E0,1.408389013E0,9.647656150E0
7.160852500E1,-1.153074654E0,1.403580117E0,9.640357071E0
7.162842500E1,-1.203240695E0,1.394644841E0,9.635521424E0
7.164832400E1,-1.228376779E0,1.386021367E0,9.633594182E0
7.166822400E1,-1.214106210E0,1.387427769E0,9.635200412E0
7.168812400E1,-1.126033694E0,1.396343895E0,9.644603319E0
7.170802300E1,-1.018513558E0,1.388274299E0,9.657713361E0
7.172792300E1,-9.314899586E-1,1.384895486E0,9.666979444E0
7.174782300E1,-8.705278384E-1,1.385035380E0,9.672639549E0
7.176772300E1,-8.830202685E-1,1.369964767E0,9.673653456E0
7.178762200E1,-9.647863434E-1,1.345678649E0,9.669252257E0
7.180752200E1,-1.044121073E0,1.318939478E0,9.664693767E0
7.182742200E1,-1.079631579E0,1.301936359E0,9.663097478E0
7.184732100E1,-1.069063760E0,1.289423318E0,9.665949749E0
7.186722100E1,-1.059827352E0,1.253541587E0,9.671685283E0
7.188712100E1,-1.055939100E0,1.215855916E0,9.676920295E0
7.190702100E1,-1.006305521E0,1.198430848E0,9.684379588E0
7.192692000E1,-9.369020683E-1,1.180320633E0,9.693562641E0
7.194682000E1,-9.019802307E-1,1.144997603E0,9.701109057E0
7.196672000E1,-8.659871831E-1,1.108206776E0,9.708658397E0
7.198661900E1,-7.984027988E-1,1.076741374E0,9.717987630E0
7.200651900E1,-7.541763599E-1,1.032898585E0,9.726275473E0
7.202641900E1,-7.660008918E-1,9.812931063E-1,9.730694214E0
7.204631900E1,-7.796352100E-1,9.349411315E-1,9.734174477E0
7.206621800E1,-7.493889521E-1,9.120448237E-1,9.738721272E0
7.208611800E1,-6.763041651E-1,9.010998593E-1,9.745087720E0
7.210601867E1,-5.936034493E-1,8.949357976E-1,9.751042525E0
7.212591767E1,-5.021733155E-1,8.824667564E-1,9.757313663E0
7.214581767E1,-4.030644720E-1,8.840471126E-1,9.761767488E0
7.216571767E1,-3.433055626E-1,8.898497432E-1,9.763524576E0
7.218561767E1,-3.576574438E-1,9.010650683E-1,9.761980326E0
7.220551667E1,-4.171303878E-1,9.016214309E-1,9.759568934E0
7.222541667E1,-4.224985703E-1,9.014283266E-1,9.759355511E0
7.224531667E1,-3.586535535E-1,9.135652459E-1,9.760782232E0
7.226521567E1,-2.662047069E-1,9.448717502E-1,9.760760597E0
7.228511567E1,-1.569394326E-1,1.015306798E0,9.756055927E0
7.230501567E1,-6.397553306E-2,1.137664756E0,9.743599019E0
7.232491567E1,-1.106220911E-2,1.288213383E0,9.725044050E0
7.234481467E1,2.453873584E-2,1.399171170E0,9.709676397E0
7.236471467E1,1.296637201E-2,1.458511346E0,9.700962877E0
7.238461467E1,-4.342690063E-2,1.497383343E0,9.694950185E0
7.240451367E1,-4.940547307E-2,1.536587316E0,9.688785465E0
7.242441367E1,6.425460970E-2,1.567133171E0,9.683804222E0
7.244431367E1,2.097558697E-1,1.562436249E0,9.682504386E0
7.246421367E1,3.159996502E-1,1.528619315E0,9.685017520E0
7.248411267E1,3.978458686E-1,1.498506886E0,9.686707365E0
7.250401267E1,4.344391694E-1,1.448883175E0,9.692682635E0
7.252391267E1,3.573166608E-1,1.372301753E0,9.706967382E0
7.254381167E1,2.071660466E-1,1.300247684E0,9.721241605E0
7.256371167E1,1.191445015E-1,1.252564371E0,9.728976887E0
7.258361167E1,1.644113154E-1,1.233196346E0,9.730791278E0
7.260351167E1,3.106010622E-1,1.220785338E0,9.728787437E0
7.262341067E1,5.010862816E-1,1.216191547E0,9.721414098E0
7.264331067E1,7.084748878E-1,1.217123081E0,9.708387086E0
7.266321067E1,8.806348237E-1,1.219845399E0,9.693944464E0
7.268310967E1,9.561053478E-1,1.225927380E0,9.686024410E0
7.270300967E1,9.174369067E-1,1.231629000E0,9.689040404E0
7.272290967E1,8.275398398E-1,1.234336553E0,9.696787965E0
7.274280967E1,7.580236816E-1,1.230314984E0,9.702980166E0
7.276270867E1,7.323773552E-1,1.219570141E0,9.706306062E0
7.278260867E1,7.528810555E-1,1.217352365E0,9.705015582E0
7.280250867E1,8.286139733E-1,1.234977993E0,9.696614302E0
7.282240867E1,9.459995319E-1,1.253941536E0,9.683430001E0
7.284230767E1,1.056709471E0,1.252378868E0,9.672177034E0
7.286220767E1,1.124204539E0,1.237895022E0,9.666430390E0
7.288210767E1,1.147550790E0,1.223924343E0,9.665466185E0
7.290200667E1,1.131156366E0,1.216709025E0,9.668309101E0
7.292190667E1,1.092151710E0,1.208060920E0,9.673876820E0
7.294180667E1,1.056939047E0,1.191558689E0,9.679832793E0
7.296170667E1,1.040177053E0,1.170444320E0,9.684224052E0
7.298160567E1,1.045676871E0,1.153099578E0,9.685712169E0
7.300150567E1,1.072267376E0,1.134469326E0,9.685005240E0
7.302140567E1,1.122368951E0,1.105129094E0,9.682720733E0
7.304130467E1,1.175230266E0,1.071173436E0,9.680264318E0
7.306120467E1,1.193096507E0,1.038832047E0,9.681603330E0
7.308110467E1,1.178790197E0,1.011388506E0,9.686260638E0
7.310100375E1,1.160381262E0,9.746988358E-1,9.692242924E0
7.312090275E1,1.132258128E0,9.317444587E-1,9.699791095E0
7.314080275E1,1.100518199E0,8.913567900E-1,9.707236354E0
7.316070275E1,1.091918480E0,8.593782945E-1,9.711090839E0
7.318060275E1,1.099026428E0,8.289512115E-1,9.712933881E0
7.320050175E1,1.101075950E0,7.982398807E-1,9.715273937E0
7.322040175E1,1.100915152E0,7.713581838E-1,9.717463135E0
7.324030175E1,1.106333620E0,7.481455417E-1,9.718662398E0
7.326020075E1,1.109552074E0,7.237062999E-1,9.720146422E0
7.328010075E1,1.091647827E0,6.925763085E-1,9.724440617E0
7.330000075E1,1.040512829E0,6.583412994E-1,9.732420897E0
7.331990075E1,9.721073498E-1,6.177068782E-1,9.742153003E0
7.333979975E1,8.906464264E-1,5.499583698E-1,9.753993614E0
7.335969975E1,7.930859987E-1,4.675631710E-1,9.766703707E0
7.337959975E1,6.796016293E-1,3.875962843E-1,9.778753064E0
7.339949975E1,5.689023984E-1,3.030054743E-1,9.788801504E0
7.341939875E1,4.676405370E-1,2.110208783E-1,9.796574793E0
7.343929875E1,3.708740881E-1,1.147173005E-1,9.802315589E0
7.345919875E1,2.917223215E-1,1.231103276E-2,9.805653765E0
7.347909775E1,2.372638217E-1,-8.736073659E-2,9.806741347E0
7.349899775E1,1.784004864E-1,-1.906047401E-1,9.806525584E0
7.351889775E1,1.383310982E-1,-2.939263563E-1,9.804619977E0
7.353879775E1,1.535571107E-1,-3.817722748E-1,9.801366001E0
7.355869675E1,1.851144239E-1,-4.807899748E-1,9.796462526E0
7.357859675E1,1.774706513E-1,-5.991408356E-1,9.790078536E0
7.359849675E1,1.537977784E-1,-7.039506047E-1,9.783501588E0
7.361839675E1,1.329345566E-1,-7.783420251E-1,9.778170097E0
7.363829575E1,1.056083800E-1,-8.396385330E-1,9.773430929E0
7.365819575E1,6.767805853E-2,-8.909677309E-1,9.769222103E0
7.367809575E1,4.511535724E-2,-9.299166922E-1,9.765721375E0
7.369799475E1,3.098150640E-2,-9.936788978E-1,9.759495260E0
7.371789475E1,-4.869631088E-2,-1.082381671E0,9.749983594E0
7.373779475E1,-1.589375906E-1,-1.131590449E0,9.743220119E0
7.375769475E1,-2.291494395E-1,-1.144907483E0,9.740265521E0
7.377759375E1,-3.217085427E-1,-1.163647151E0,9.735426366E0
7.379749375E1,-4.519268393E-1,-1.197637016E0,9.726125785E0
7.381739375E1,-5.524510379E-1,-1.213422524E0,9.718976394E0
7.383729375E1,-6.121252358E-1,-1.243372694E0,9.711612995E0
7.385719275E1,-7.430999793E-1,-1.273530293E0,9.698557917E0
7.387709275E1,-8.602158350E-1,-1.261892580E0,9.690395204E0
7.389699275E1,-8.485353640E-1,-1.238433697E0,9.694450248E0
7.391689175E1,-8.196729228E-1,-1.245498449E0,9.696028411E0
7.393679175E1,-8.667689558E-1,-1.245676497E0,9.691909048E0
7.395669175E1,-8.968705682E-1,-1.235278978E0,9.690501038E0
7.397659175E1,-9.452509421E-1,-1.239143111E0,9.685408114E0
7.399649075E1,-1.063390207E0,-1.248661354E0,9.671925604E0
7.401639075E1,-1.159006362E0,-1.216004874E0,9.665098979E0
7.403629075E1,-1.154954022E0,-1.185463990E0,9.669377387E0
7.405619075E1,-1.156835583E0,-1.190908478E0,9.668483348E0
7.407608975E1,-1.180993062E0,-1.204061936E0,9.663932460E0
7.409599088E1,-1.179097176E0,-1.194755654E0,9.665318835E0
7.411589088E1,-1.234083807E0,-1.177337091E0,9.660590776E0
7.413579088E1,-1.367062501E0,-1.183625114E0,9.641901906E0
7.415568987E1,-1.488703298E0,-1.186221716E0,9.623551589E0
7.417558987E1,-1.564877607E0,-1.172014078E0,9.613201432E0
7.419548987E1,-1.671510648E0,-1.165822023E0,9.595989568E0
7.421538987E1,-1.853632558E0,-1.215372717E0,9.556307439E0
7.423528888E1,-2.123892620E0,-1.289529591E0,9.490115789E0
7.425518888E1,-2.391504478E0,-1.283980876E0,9.426993341E0
7.427508888E1,-2.546815881E0,-1.215307667E0,9.395363413E0
7.429498788E1,-2.609210642E0,-1.168185321E0,9.384213358E0
7.431488788E1,-2.638507824E0,-1.151060654E0,9.378135762E0
7.433478788E1,-2.655482583E0,-1.110998968E0,9.378176692E0
7.435468788E1,-2.680681159E0,-1.070716329E0,9.375692795E0
7.437458687E1,-2.691338002E0,-1.003445064E0,9.380079961E0
7.439448687E1,-2.650038241E0,-9.014840213E-1,9.402166064E0
7.441438687E1,-2.621751458E0,-8.207062720E-1,9.417481676E0
7.443428688E1,-2.628467277E0,-7.993588916E-1,9.417446008E0
7.445418588E1,-2.614918986E0,-7.974028518E-1,9.421382353E0
7.447408588E1,-2.627573823E0,-7.859407742E-1,9.418824196E0
7.449398588E1,-2.684604348E0,-7.604717647E-1,9.404822454E0
7.451388587E1,-2.686912829E0,-7.121104673E-1,9.407948375E0
7.453378488E1,-2.623648587E0,-6.673321974E-1,9.429063256E0
7.455368488E1,-2.559478319E0,-6.443060084E-1,9.448282469E0
7.457358488E1,-2.508613097E0,-6.290356392E-1,9.462942023E0
7.459348488E1,-2.463223209E0,-5.950610140E-1,9.477053109E0
7.461338388E1,-2.466783578E0,-5.788671137E-1,9.477129707E0
7.463328388E1,-2.549277266E0,-5.667415598E-1,9.456008395E0
7.465318388E1,-2.625812057E0,-5.348602378E-1,9.436902618E0
7.467308388E1,-2.651337492E0,-5.083333938E-1,9.431230234E0
7.469298287E1,-2.639163004E0,-5.095841863E-1,9.434577180E0
7.471288287E1,-2.609835417E0,-5.217749000E-1,9.442065709E0
7.473278287E1,-2.569907997E0,-5.155657783E-1,9.453352005E0
7.475268287E1,-2.514250398E0,-5.022388409E-1,9.469023128E0
7.477258188E1,-2.499125113E0,-5.235423671E-1,9.471873060E0
7.479248188E1,-2.569582892E0,-5.584077061E-1,9.451006687E0
7.481238188E1,-2.633985002E0,-5.782227140E-1,9.432066970E0
7.483228188E1,-2.697011555E0,-5.963513483E-1,9.413107374E0
7.485218088E1,-2.780266550E0,-6.303343058E-1,9.386634105E0
7.487208088E1,-2.840451649E0,-6.663350279E-1,9.366105700E0
7.489198088E1,-2.823697914E0,-6.742485765E-1,9.370603963E0
7.491188088E1,-2.690232001E0,-6.572222885E-1,9.410994190E0
7.493177987E1,-2.505545940E0,-6.615778794E-1,9.461535768E0
7.495167987E1,-2.368462940E0,-6.897551000E-1,9.494773681E0
7.497157987E1,-2.285837105E0,-7.327090386E-1,9.511792002E0
7.499147987E1,-2.225417241E0,-7.599919275E-1,9.523971167E0
7.501137888E1,-2.198526480E0,-7.888216974E-1,9.527871845E0
7.503127888E1,-2.217763820E0,-8.408395511E-1,9.518960688E0
7.505117888E1,-2.224860001E0,-9.098002238E-1,9.510959943E0
7.507107888E1,-2.169579839E0,-9.703756238E-1,9.517740959E0
7.509097788E1,-1.997875182E0,-1.008366080E0,9.551324442E0
7.511087717E1,-1.832401026E0,-1.050521435E0,9.579917327E0
7.513077717E1,-1.759755072E0,-1.107341315E0,9.587135130E0
7.515067717E1,-1.761312917E0,-1.156146854E0,9.581085600E0
7.517057617E1,-1.752729350E0,-1.196818917E0,9.577664979E0
7.519047617E1,-1.720566010E0,-1.231445397E0,9.579107487E0
7.521037617E1,-1.716982251E0,-1.270827272E0,9.574605716E0
7.523027617E1,-1.738741056E0,-1.312660007E0,9.565030316E0
7.525017517E1,-1.731106347E0,-1.351328959E0,9.561029066E0
7.527007517E1,-1.640687782E0,-1.396921016E0,9.570415601E0
7.528997517E1,-1.487256112E0,-1.455527950E0,9.586741027E0
7.530987517E1,-1.356695242E0,-1.531903843E0,9.594203829E0
7.532977417E1,-1.281217482E0,-1.602222897E0,9.593094612E0
7.534967417E1,-1.243065130E0,-1.676759986E0,9.585372779E0
7.536957417E1,-1.211729756E0,-1.756138423E0,9.575165294E0
7.538947417E1,-1.160121061E0,-1.829988465E0,9.567724712E0
7.540937317E1,-1.143823628E0,-1.917388113E0,9.552559374E0
7.542927317E1,-1.190904093E0,-1.988112233E0,9.532326838E0
7.544917317E1,-1.224548460E0,-1.998998579E0,9.525784974E0
7.546907317E1,-1.176198638E0,-1.977592507E0,9.536340367E0
7.548897217E1,-1.085159756E0,-1.982015779E0,9.546211052E0
7.550887217E1,-1.036622458E0,-2.005525533E0,9.546694617E0
7.552877217E1,-1.032613095E0,-2.011971796E0,9.545773095E0
7.554867217E1,-1.019377191E0,-1.982189880E0,9.553423008E0
7.556857117E1,-9.916901135E-1,-1.939941847E0,9.565002834E0
7.558847117E1,-9.548647148E-1,-1.896258614E0,9.577501842E0
7.560837117E1,-9.029420245E-1,-1.841452077E0,9.593219157E0
7.562827117E1,-8.174370206E-1,-1.777945760E0,9.612845922E0
7.564817017E1,-7.120899289E-1,-1.720097648E0,9.631733598E0
7.566807017E1,-6.582813654E-1,-1.668761580E0,9.644584023E0
7.568797017E1,-6.972681874E-1,-1.621255145E0,9.649945335E0
7.570787017E1,-7.860515059E-1,-1.574567906E0,9.650852823E0
7.572776917E1,-8.810548000E-1,-1.533375002E0,9.649279922E0
7.574766917E1,-9.515169646E-1,-1.496510354E0,9.648376527E0
7.576756917E1,-9.732607131E-1,-1.453308493E0,9.652811056E0
7.578746917E1,-9.444644916E-1,-1.401689566E0,9.663299206E0
7.580736817E1,-8.776216804E-1,-1.349503020E0,9.677020283E0
7.582726817E1,-7.946750526E-1,-1.298139178E0,9.691203289E0
7.584716817E1,-7.305903731E-1,-1.263029864E0,9.700881016E0
7.586706817E1,-7.308915778E-1,-1.240766736E0,9.703730949E0
7.588696717E1,-7.732518777E-1,-1.219703530E0,9.703118160E0
7.590686717E1,-8.070288306E-1,-1.199647727E0,9.702867900E0
7.592676717E1,-8.292335589E-1,-1.180866836E0,9.703299424E0
7.594666717E1,-8.347305994E-1,-1.157249128E0,9.705673394E0
7.596656617E1,-8.082139881E-1,-1.138761474E0,9.710103829E0
7.598646617E1,-7.734061711E-1,-1.122776941E0,9.714798558E0
7.600636617E1,-7.365301209E-1,-1.102643150E0,9.719969251E0
7.602626617E1,-7.099953101E-1,-1.076409398E0,9.724883251E0
7.604616517E1,-7.173184361E-1,-1.057350106E0,9.726436272E0
7.606606517E1,-7.554778770E-1,-1.043755037E0,9.725015398E0
7.608596517E1,-8.021779074E-1,-1.028539047E0,9.722896367E0
7.610586587E1,-8.196075802E-1,-1.006426632E0,9.723757077E0
7.612576488E1,-8.123674846E-1,-9.857304852E-1,9.726484219E0
7.614566488E1,-8.115037047E-1,-9.691748250E-1,9.728219672E0
7.616556488E1,-8.189979348E-1,-9.521237594E-1,9.729275680E0
7.618546488E1,-8.395074823E-1,-9.367102066E-1,9.729023665E0
7.620536388E1,-8.883290286E-1,-9.320230785E-1,9.725137605E0
7.622526388E1,-9.565163340E-1,-9.345419128E-1,9.718426171E0
7.624516388E1,-1.027075635E0,-9.350597569E-1,9.711172700E0
7.626506388E1,-1.095581687E0,-9.393876466E-1,9.703264925E0
7.628496287E1,-1.165145354E0,-9.453998999E-1,9.694573624E0
7.630486287E1,-1.242549260E0,-9.382122832E-1,9.685656036E0
7.632476287E1,-1.297323052E0,-9.272149862E-1,9.679531077E0
7.634466288E1,-1.296544203E0,-9.393140448E-1,9.678469223E0
7.636456188E1,-1.253098368E0,-9.516660686E-1,9.682983858E0
7.638446188E1,-1.176058597E0,-9.562664386E-1,9.692189714E0
7.640436188E1,-1.062763458E0,-9.378386461E-1,9.707063861E0
7.642426187E1,-9.440144753E-1,-8.894012618E-1,9.723882793E0
7.644416088E1,-8.297010438E-1,-8.273136988E-1,9.739776694E0
7.646406088E1,-7.395287193E-1,-8.083617765E-1,9.748628209E0
7.648396088E1,-7.121646271E-1,-8.240900557E-1,9.749348586E0
7.650386088E1,-7.347025736E-1,-8.442573948E-1,9.745950184E0
7.652375988E1,-7.375837892E-1,-8.100769110E-1,9.748632887E0
