"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
8.187820667E0,1.156342736E0,-1.265112898E-1,9.740788847E0
8.207720667E0,1.056700992E0,-9.249476552E-2,9.752483279E0
8.227620667E0,9.386431499E-1,-6.161662465E-2,9.764796345E0
8.247519667E0,8.289187595E-1,-4.635548773E-2,9.774806778E0
8.267419667E0,7.453493301E-1,-4.164737364E-2,9.781555050E0
8.287319667E0,6.911302190E-1,-2.852682699E-2,9.785582612E0
8.307219667E0,6.691802830E-1,-9.282428582E-3,9.787144988E0
8.327118667E0,6.621419165E-1,1.499142953E-2,9.787616858E0
8.347018667E0,6.665521789E-1,7.247255609E-2,9.787060788E0
8.366918667E0,7.242714333E-1,1.902158272E-1,9.781377879E0
8.386818667E0,8.574381883E-1,3.479182849E-1,9.766261073E0
8.406717667E0,1.003545051E0,4.802534197E-1,9.746709738E0
8.426617667E0,1.099530604E0,5.585663484E-1,9.732170051E0
8.446517667E0,1.143599314E0,6.298001627E-1,9.722737908E0
8.466417667E0,1.182407504E0,7.515786613E-1,9.709435492E0
8.486316667E0,1.228221096E0,9.028996322E-1,9.690838423E0
8.506216667E0,1.230210465E0,1.032864671E0,9.677596233E0
8.526116667E0,1.191813335E0,1.128342248E0,9.671738493E0
8.546016667E0,1.181937388E0,1.227083959E0,9.660920559E0
8.565915667E0,1.191763488E0,1.356999735E0,9.642321151E0
8.585815667E0,1.159567549E0,1.482472505E0,9.627760999E0
8.605715667E0,1.057500014E0,1.554600687E0,9.628136390E0
8.625615667E0,9.301496306E-1,1.561086127E0,9.640224924E0
8.645514667E0,8.588513142E-1,1.552378014E0,9.648243211E0
8.665414667E0,8.474501938E-1,1.558084897E0,9.648331504E0
8.685314667E0,8.593633110E-1,1.579691236E0,9.643763074E0
8.705214667E0,8.889872058E-1,1.592420917E0,9.638982975E0
8.725113667E0,9.397525129E-1,1.583800951E0,9.635586913E0
8.745013667E0,9.866358534E-1,1.567852378E0,9.633508812E0
8.764913667E0,9.746549816E-1,1.549717093E0,9.637661505E0
8.784813667E0,8.870848142E-1,1.514406781E0,9.651722889E0
8.804712667E0,7.766637281E-1,1.445279243E0,9.671818015E0
8.824612667E0,6.992810914E-1,1.361768140E0,9.689824516E0
8.844512667E0,6.744610497E-1,1.297173218E0,9.700440136E0
8.864411667E0,7.063732523E-1,1.253952500E0,9.703851986E0
8.884311667E0,7.701300493E-1,1.213832049E0,9.704102831E0
8.904211667E0,8.396048384E-1,1.181798590E0,9.702294288E0
8.924111667E0,8.917445335E-1,1.170692169E0,9.698988272E0
8.944010667E0,9.158960192E-1,1.182083130E0,9.695355397E0
8.963910667E0,9.302534187E-1,1.207652565E0,9.690836084E0
8.983810667E0,9.457098754E-1,1.240797142E0,9.685151421E0
9.003710667E0,1.010486134E0,1.304440576E0,9.670235174E0
9.023609667E0,1.107250464E0,1.401461525E0,9.646035302E0
9.043509667E0,1.147097923E0,1.490562274E0,9.628005413E0
9.063409667E0,1.092606624E0,1.543036941E0,9.626076416E0
9.083309667E0,9.956239741E-1,1.580430616E0,9.630527902E0
9.103208667E0,9.161217217E-1,1.614088798E0,9.632836382E0
9.123108667E0,8.335298006E-1,1.668747692E0,9.631023161E0
9.143008667E0,7.914456354E-1,1.726731753E0,9.624349734E0
9.162908667E0,8.012970974E-1,1.785494808E0,9.612805576E0
9.182807667E0,8.392034271E-1,1.870192458E0,9.593446614E0
9.202707667E0,9.215377052E-1,1.958477082E0,9.568241022E0
9.222607667E0,9.408843146E-1,1.996322600E0,9.558531720E0
9.242506667E0,8.316228774E-1,1.989868151E0,9.570001618E0
9.262406667E0,6.765824926E-1,1.972745311E0,9.585750509E0
9.282306667E0,5.299009949E-1,1.930891819E0,9.603486868E0
9.302206667E0,3.893502297E-1,1.870177401E0,9.622210822E0
9.322105667E0,3.017938215E-1,1.823441776E0,9.634318067E0
9.342005667E0,3.064289094E-1,1.806908774E0,9.637286114E0
9.361905667E0,3.720729135E-1,1.789229425E0,9.638273708E0
9.381805667E0,4.046514795E-1,1.742116800E0,9.645589160E0
9.401704667E0,3.319009339E-1,1.671939980E0,9.660774379E0
9.421604667E0,1.841040433E-1,1.608309263E0,9.675512871E0
9.441504667E0,3.235556781E-2,1.549908735E0,9.686734847E0
9.461404667E0,-9.058322850E-2,1.481433162E0,9.697074478E0
9.481303667E0,-1.562875046E-1,1.418637428E0,9.705624277E0
9.501203667E0,-1.260452210E-1,1.375821045E0,9.712225783E0
9.521103667E0,-1.711866486E-2,1.353156361E0,9.716211830E0
9.541003667E0,1.209930713E-1,1.337128412E0,9.717692345E0
9.560902667E0,2.283237761E-1,1.312014913E0,9.719186309E0
9.580802667E0,2.908974621E-1,1.264819258E0,9.723770526E0
9.600702667E0,3.254008036E-1,1.205202947E0,9.730246902E0
9.620602667E0,3.129070579E-1,1.137978167E0,9.738747000E0
9.640501667E0,2.852020365E-1,1.059343203E0,9.748463902E0
9.660401667E0,3.158289481E-1,9.878477620E-1,9.755025063E0
9.680301667E0,4.185663909E-1,9.372042232E-1,9.756154745E0
9.700201667E0,5.527061957E-1,8.913187100E-1,9.753777267E0
9.720100667E0,6.938667159E-1,8.504790515E-1,9.748401337E0
9.740000667E0,8.592338683E-1,8.164077645E-1,9.738135965E0
9.759900667E0,1.014883168E0,7.917795114E-1,9.725183798E0
9.779799667E0,1.063686953E0,7.624881039E-1,9.722308722E0
9.799699667E0,1.045555687E0,7.358345946E-1,9.726328098E0
9.819599667E0,1.092057424E0,7.096349754E-1,9.723164755E0
9.839499667E0,1.218671351E0,7.024304017E-1,9.708632085E0
9.859398667E0,1.322388750E0,7.020626850E-1,9.695075900E0
9.879298667E0,1.359807422E0,6.983774042E-1,9.690164824E0
9.899198667E0,1.287957567E0,6.767981087E-1,9.701505498E0
9.919098667E0,1.166443143E0,5.896812832E-1,9.722540272E0
9.938997667E0,1.094020846E0,5.089679263E-1,9.735510566E0
9.958897667E0,1.069726396E0,4.344254650E-1,9.741820296E0
9.978797667E0,1.044162223E0,3.359656259E-1,9.748484368E0
9.998697667E0,9.683580420E-1,1.887907146E-1,9.760263584E0
1.001859637E1,8.583427526E-1,1.837017429E-3,9.772376676E0
1.003849637E1,8.102055497E-1,-1.939016927E-1,9.774562365E0
1.005839637E1,8.576788013E-1,-3.817000617E-1,9.764977609E0
1.007829637E1,9.149341522E-1,-5.643252345E-1,9.750924411E0
1.009819538E1,9.408074237E-1,-7.446342156E-1,9.736349641E0
1.011809538E1,9.455161864E-1,-8.970236921E-1,9.723036700E0
1.013799538E1,9.179722193E-1,-9.994158934E-1,9.715687920E0
1.015789437E1,8.651026455E-1,-1.068788210E0,9.713155491E0
1.017779438E1,8.344153614E-1,-1.128032638E0,9.709139623E0
1.019769438E1,8.329403282E-1,-1.187351836E0,9.702190792E0
1.021759438E1,8.587494995E-1,-1.243912684E0,9.692849280E0
1.023749438E1,9.206116524E-1,-1.281122611E0,9.682319030E0
1.025739337E1,9.874257392E-1,-1.307136288E0,9.672253048E0
1.027729337E1,1.026758716E0,-1.334533856E0,9.664413101E0
1.029719337E1,1.038103776E0,-1.366832267E0,9.658685753E0
1.031709238E1,1.054601038E0,-1.390979075E0,9.653449572E0
1.033699237E1,1.095869589E0,-1.397409843E0,9.647922783E0
1.035689237E1,1.149787277E0,-1.399530774E0,9.641338234E0
1.037679237E1,1.186448076E0,-1.404600895E0,9.636157601E0
1.039669237E1,1.196246986E0,-1.405774285E0,9.634775319E0
1.041659138E1,1.213707065E0,-1.392477278E0,9.634522135E0
1.043649138E1,1.256908413E0,-1.370557674E0,9.632125946E0
1.045639138E1,1.289419225E0,-1.351202367E0,9.630563570E0
1.047629037E1,1.293045814E0,-1.349105994E0,9.630371196E0
1.049619037E1,1.290853839E0,-1.350224713E0,9.630508021E0
1.051609037E1,1.304101876E0,-1.328989526E0,9.631677464E0
1.053599037E1,1.338073175E0,-1.291332434E0,9.632139979E0
1.055589037E1,1.374962090E0,-1.257408497E0,9.631433051E0
1.057578937E1,1.385613816E0,-1.233079256E0,9.633052145E0
1.059568937E1,1.369156097E0,-1.216541429E0,9.637506554E0
1.061558937E1,1.343545292E0,-1.194834226E0,9.643825055E0
1.063548937E1,1.319510751E0,-1.162494153E0,9.651093144E0
1.065538838E1,1.299166680E0,-1.123885354E0,9.658423798E0
1.067528838E1,1.295157682E0,-1.084068446E0,9.663512045E0
1.069518838E1,1.304361054E0,-1.040030288E0,9.667113345E0
1.071508838E1,1.312169718E0,-9.913603306E-1,9.671169559E0
1.073498737E1,1.308145956E0,-9.404838534E-1,9.676793995E0
1.075488738E1,1.303621819E0,-8.865963525E-1,9.682490353E0
1.077478738E1,1.299602443E0,-8.271663489E-1,9.688288452E0
1.079468738E1,1.295032113E0,-7.642559364E-1,9.694065501E0
1.081458637E1,1.282651073E0,-6.989298930E-1,9.700639526E0
1.083448637E1,1.247265332E0,-6.295490979E-1,9.709999748E0
1.085438637E1,1.185376939E0,-5.553008977E-1,9.722274808E0
1.087428637E1,1.101427514E0,-4.781816050E-1,9.736236205E0
1.089418538E1,1.014273011E0,-3.973609883E-1,9.749331045E0
1.091408537E1,9.407317022E-1,-3.128295457E-1,9.759777680E0
1.093398537E1,8.859343015E-1,-2.217306933E-1,9.767397771E0
1.095388537E1,8.400450607E-1,-1.164846579E-1,9.773272469E0
1.097378438E1,7.987110932E-1,2.220280466E-4,9.777431009E0
1.099368438E1,7.705316068E-1,1.267100220E-1,9.778871178E0
1.101358512E1,7.462341600E-1,2.490436224E-1,9.778405155E0
1.103348512E1,7.176828638E-1,3.557426269E-1,9.777242728E0
1.105338412E1,6.848819574E-1,4.576374128E-1,9.775357001E0
1.107328412E1,6.557857007E-1,5.543829214E-1,9.772343931E0
1.109318412E1,6.283996084E-1,6.507208425E-1,9.768202348E0
1.111308313E1,6.041724743E-1,7.540939142E-1,9.762295491E0
1.113298313E1,5.935455618E-1,8.634566543E-1,9.753883687E0
1.115288313E1,6.061133479E-1,9.559945431E-1,9.744475517E0
1.117278313E1,6.334649782E-1,1.037163544E0,9.734429415E0
1.119268212E1,6.432182801E-1,1.118478580E0,9.724781510E0
1.121258212E1,6.069776395E-1,1.206694280E0,9.716561494E0
1.123248212E1,5.581199500E-1,1.301622072E0,9.707233431E0
1.125238212E1,5.186703574E-1,1.399852809E0,9.695745991E0
1.127228112E1,5.003921440E-1,1.498237037E0,9.681993340E0
1.129218112E1,4.980047624E-1,1.602352120E0,9.665431101E0
1.131208112E1,4.775561357E-1,1.700924335E0,9.649606197E0
1.133198112E1,4.388918241E-1,1.791382077E0,9.635062417E0
1.135188013E1,4.162932858E-1,1.871865492E0,9.620754865E0
1.137178013E1,4.019519296E-1,1.945791109E0,9.606687049E0
1.139168013E1,3.829941601E-1,2.030670022E0,9.589879813E0
1.141158013E1,3.708883041E-1,2.118558497E0,9.571324258E0
1.143147912E1,3.705836276E-1,2.186331966E0,9.556082906E0
1.145137912E1,3.737915563E-1,2.240962940E0,9.543294461E0
1.147127913E1,3.757994902E-1,2.301787286E0,9.528727292E0
1.149117913E1,3.842466703E-1,2.363449391E0,9.513283626E0
1.151107812E1,3.736718711E-1,2.398028801E0,9.505047238E0
1.153097812E1,3.336301749E-1,2.392004707E0,9.508054461E0
1.155087812E1,2.898361742E-1,2.365850988E0,9.516030648E0
1.157077812E1,2.557759785E-1,2.352862130E0,9.520226610E0
1.159067713E1,2.410336861E-1,2.355592195E0,9.519936588E0
1.161057713E1,2.201456228E-1,2.355395143E0,9.520490904E0
1.163047712E1,1.813708903E-1,2.352875724E0,9.521931658E0
1.165037712E1,1.389445076E-1,2.354683245E0,9.522198291E0
1.167027613E1,9.457275633E-2,2.346406950E0,9.524785100E0
1.169017613E1,4.923914719E-2,2.318471585E0,9.531965480E0
1.171007613E1,6.180619435E-3,2.276307897E0,9.542247224E0
1.172997613E1,-2.386581040E-2,2.239591476E0,9.550903443E0
1.174987512E1,-3.736278069E-2,2.212706417E0,9.557124880E0
1.176977512E1,-5.364892081E-2,2.190489190E0,9.562164010E0
1.178967512E1,-8.098570009E-2,2.173032182E0,9.565953591E0
1.180957412E1,-1.105420870E-1,2.178993272E0,9.564301752E0
1.182947412E1,-1.162138588E-1,2.217044028E0,9.555485905E0
1.184937412E1,-9.237228462E-2,2.264737573E0,9.544555120E0
1.186927412E1,-7.255376844E-2,2.312738682E0,9.533209183E0
1.188917313E1,-7.088241950E-2,2.368881162E0,9.519426126E0
1.190907313E1,-8.188453590E-2,2.440601209E0,9.501203279E0
1.192897313E1,-8.605927429E-2,2.506575927E0,9.483974458E0
1.194887313E1,-1.071199492E-1,2.555453095E0,9.470706541E0
1.196877212E1,-1.235146831E-1,2.597648358E0,9.459020296E0
1.198867212E1,-5.693861458E-2,2.655497786E0,9.443579553E0
1.200857200E1,3.184095573E-2,2.715920866E0,9.426497498E0
1.202847200E1,3.558766423E-2,2.743380268E0,9.418529497E0
1.204837100E1,-1.890797566E-2,2.742617498E0,9.418799638E0
1.206827100E1,-6.042859834E-2,2.730092470E0,9.422262944E0
1.208817100E1,-1.142562018E-1,2.714094196E0,9.426385231E0
1.210807100E1,-2.026357883E-1,2.698992884E0,9.429235164E0
1.212797000E1,-2.631577594E-1,2.681411476E0,9.432755772E0
1.214787000E1,-2.606223519E-1,2.660483122E0,9.438750338E0
1.216777000E1,-2.423767550E-1,2.642209988E0,9.444367758E0
1.218766900E1,-2.585126399E-1,2.617773305E0,9.450742393E0
1.220756900E1,-3.491650574E-1,2.574381994E0,9.459743012E0
1.222746900E1,-4.913524217E-1,2.519105341E0,9.468303920E0
1.224736900E1,-6.054004627E-1,2.465949473E0,9.475688953E0
1.226726800E1,-6.898625426E-1,2.420418082E0,9.481654283E0
1.228716800E1,-7.580293827E-1,2.373153137E0,9.488394953E0
1.230706800E1,-7.959384166E-1,2.325682956E0,9.497040646E0
1.232696800E1,-8.011985718E-1,2.274685441E0,9.508942654E0
1.234686700E1,-7.731730134E-1,2.227411433E0,9.522443874E0
1.236676700E1,-7.131659628E-1,2.183559070E0,9.537272413E0
1.238666700E1,-6.272985777E-1,2.131292125E0,9.555113438E0
1.240656700E1,-5.168521657E-1,2.076103326E0,9.573857857E0
1.242646600E1,-4.036513498E-1,2.020439295E0,9.591193682E0
1.244636600E1,-3.235922232E-1,1.956802585E0,9.607409180E0
1.246626600E1,-2.699500130E-1,1.888148234E0,9.622792035E0
1.248616600E1,-2.096919889E-1,1.818695737E0,9.637659166E0
1.250606500E1,-1.458424405E-1,1.748876328E0,9.651749201E0
1.252596500E1,-5.027598187E-2,1.684993743E0,9.664076301E0
1.254586500E1,1.114735302E-1,1.640095459E0,9.671285334E0
1.256576400E1,2.926303393E-1,1.621367996E0,9.670658512E0
1.258566400E1,3.938901176E-1,1.621445180E0,9.667050780E0
1.260556400E1,4.335954893E-1,1.623900133E0,9.664938766E0
1.262546400E1,4.597820253E-1,1.641310510E0,9.660786658E0
1.264536300E1,4.939566254E-1,1.661964191E0,9.655567433E0
1.266526300E1,5.000610454E-1,1.673296534E0,9.653295790E0
1.268516300E1,4.053173311E-1,1.704652082E0,9.652252647E0
1.270506300E1,2.047763444E-1,1.754603091E0,9.649638941E0
1.272496200E1,-3.443287397E-3,1.770714801E0,9.648868278E0
1.274486200E1,-1.175939022E-1,1.733079344E0,9.654983296E0
1.276476200E1,-1.419829036E-1,1.662196911E0,9.667111591E0
1.278466200E1,-1.038736756E-1,1.553328333E0,9.685684102E0
1.280456100E1,-6.112386740E-4,1.405385006E0,9.708809840E0
1.282446100E1,1.564868033E-1,1.258781130E0,9.727645476E0
1.284436100E1,3.368965757E-1,1.132266826E0,9.738612514E0
1.286426000E1,5.112428587E-1,1.017815546E0,9.743653398E0
1.288416000E1,6.330594007E-1,9.160193954E-1,9.746601564E0
1.290406000E1,7.090805132E-1,8.226438200E-1,9.749695326E0
1.292396000E1,7.548745175E-1,7.445283810E-1,9.752535319E0
1.294385900E1,7.336317292E-1,6.796678490E-1,9.758890073E0
1.296375900E1,6.276722878E-1,6.180900901E-1,9.770368157E0
1.298365900E1,4.643789236E-1,5.579337527E-1,9.783105732E0
1.300355900E1,3.056465702E-1,5.051843027E-1,9.792214524E0
1.302345837E1,2.282798489E-1,4.613428665E-1,9.796486500E0
1.304335837E1,2.817901496E-1,4.241870635E-1,9.796773013E0
1.306325837E1,4.261720470E-1,3.995379797E-1,9.792591670E0
1.308315837E1,6.046712052E-1,3.864705857E-1,9.783716766E0
1.310305738E1,7.743890881E-1,3.862616573E-1,9.771756286E0
1.312295738E1,8.968553654E-1,3.902656479E-1,9.761119031E0
1.314285738E1,9.544375757E-1,3.862217501E-1,9.755817946E0
1.316275738E1,9.220521871E-1,3.709648295E-1,9.759523911E0
1.318265637E1,8.086776723E-1,3.469307998E-1,9.770454696E0
1.320255637E1,6.872479601E-1,3.305650279E-1,9.780312517E0
1.322245638E1,6.377232130E-1,3.215756647E-1,9.783966442E0
1.324235537E1,6.854630975E-1,3.201709443E-1,9.780783802E0
1.326225537E1,7.969323702E-1,3.198910088E-1,9.772342177E0
1.328215537E1,9.073282403E-1,3.207898355E-1,9.762681407E0
1.330205537E1,9.667436989E-1,3.253533315E-1,9.756826006E0
1.332195438E1,9.764642563E-1,3.283599332E-1,9.755757135E0
1.334185438E1,9.603035755E-1,3.294668477E-1,9.757323604E0
1.336175438E1,9.316081455E-1,3.336413942E-1,9.759963621E0
1.338165437E1,9.010722312E-1,3.356849230E-1,9.762760345E0
1.340155337E1,8.785771155E-1,3.339714330E-1,9.764868851E0
1.342145338E1,8.625550868E-1,3.277008789E-1,9.766509579E0
1.344135338E1,8.551554354E-1,3.250394456E-1,9.767249252E0
1.346125237E1,8.552547649E-1,3.224782190E-1,9.767325266E0
1.348115237E1,8.471661653E-1,3.143204030E-1,9.768296489E0
1.350105237E1,8.229206856E-1,3.030021304E-1,9.770726007E0
1.352095237E1,7.805445982E-1,2.896502327E-1,9.774607388E0
1.354085138E1,7.069253757E-1,2.675189417E-1,9.780838181E0
1.356075138E1,6.192259117E-1,2.452407029E-1,9.787364843E0
1.358065137E1,5.413592718E-1,2.258250234E-1,9.792447828E0
1.360055137E1,4.722036675E-1,2.104075602E-1,9.796369556E0
1.362045038E1,4.036355257E-1,1.956589637E-1,9.799739306E0
1.364035038E1,3.488405735E-1,1.777112094E-1,9.802185196E0
1.366025038E1,3.170363616E-1,1.556822447E-1,9.803639399E0
1.368015038E1,3.027716039E-1,1.334368690E-1,9.804418833E0
1.370004937E1,2.939379960E-1,1.262982867E-1,9.804781945E0
1.371994937E1,2.944843269E-1,1.343856163E-1,9.804657984E0
1.373984937E1,2.900304662E-1,1.183939109E-1,9.804997122E0
1.375974837E1,2.483765464E-1,8.276521794E-2,9.806505704E0
1.377964837E1,1.812496519E-1,6.128466269E-2,9.808134153E0
1.379954837E1,1.256934836E-1,7.288256925E-2,9.808924112E0
1.381944837E1,8.263996876E-2,1.213820939E-1,9.808900723E0
1.383934738E1,5.872693524E-2,1.931683605E-1,9.807921900E0
1.385924738E1,6.755811752E-2,2.806359641E-1,9.805752583E0
1.387914738E1,1.331707476E-1,3.822633678E-1,9.801644914E0
1.389904738E1,2.196713953E-1,5.009379451E-1,9.794738767E0
1.391894637E1,2.499364374E-1,6.165402856E-1,9.787415714E0
1.393884637E1,2.770116588E-1,7.278772650E-1,9.779036654E0
1.395874637E1,3.211027346E-1,8.454731040E-1,9.768222229E0
1.397864537E1,3.482004496E-1,9.588638449E-1,9.756814896E0
1.399854537E1,3.104913538E-1,1.056203613E0,9.748031793E0
1.401844500E1,2.494412147E-1,1.133412222E0,9.741111614E0
1.403834500E1,2.285056063E-1,1.195139451E0,9.734245228E0
1.405824400E1,2.206212024E-1,1.245156095E0,9.728155938E0
1.407814400E1,1.974135121E-1,1.304010074E0,9.720940474E0
1.409804400E1,1.693907311E-1,1.368372570E0,9.712618716E0
1.411794400E1,1.600597261E-1,1.405329750E0,9.707498894E0
1.413784300E1,1.434182306E-1,1.411479998E0,9.706866226E0
1.415774300E1,1.120087331E-1,1.397332075E0,9.709326149E0
1.417764300E1,8.336231916E-2,1.390354008E0,9.710616045E0
1.419754200E1,8.262723279E-2,1.394356573E0,9.710048280E0
1.421744200E1,9.146039307E-2,1.380834156E0,9.711901848E0
1.423734200E1,9.568888016E-2,1.345824537E0,9.716774333E0
1.425724200E1,1.015927773E-1,1.305258894E0,9.722246742E0
1.427714100E1,6.998112603E-2,1.260088129E0,9.728482797E0
1.429704100E1,-1.056184733E-2,1.191420037E0,9.737376997E0
1.431694100E1,-8.949452262E-2,1.121362134E0,9.745287695E0
1.433684100E1,-8.123576906E-2,1.057058476E0,9.752544674E0
1.435674000E1,-2.390721599E-2,9.971839381E-1,9.759157290E0
1.437664000E1,-3.566663590E-2,9.288305718E-1,9.765864047E0
1.439654000E1,-1.078841346E-1,8.523791774E-1,9.772303001E0
1.441643900E1,-2.011377500E-1,7.803123175E-1,9.776848041E0
1.443633900E1,-3.014522711E-1,7.245442790E-1,9.778561276E0
1.445623900E1,-3.780484390E-1,7.027602578E-1,9.777490066E0
1.447613900E1,-3.793631123E-1,6.782363775E-1,9.779170555E0
1.449603800E1,-3.333627379E-1,6.401002523E-1,9.783416803E0
1.451593800E1,-3.102799404E-1,6.249063355E-1,9.785158104E0
1.453583800E1,-3.197997192E-1,6.349229083E-1,9.784206762E0
1.455573800E1,-3.579745091E-1,6.464673585E-1,9.782128077E0
1.457563700E1,-3.984228792E-1,6.583514589E-1,9.779771649E0
1.459553700E1,-4.285131625E-1,6.890352347E-1,9.776384942E0
1.461543700E1,-4.379010135E-1,7.205841791E-1,9.773694638E0
1.463533600E1,-4.303728329E-1,7.482375623E-1,9.771950414E0
1.465523600E1,-4.169644731E-1,7.918698509E-1,9.769093464E0
1.467513600E1,-4.523107455E-1,8.670761539E-1,9.761131895E0
1.469503600E1,-4.960209483E-1,9.391541234E-1,9.752335929E0
1.471493500E1,-5.555143211E-1,9.552983589E-1,9.747559338E0
1.473483500E1,-6.542453248E-1,9.493913555E-1,9.742007992E0
1.475473500E1,-7.399511075E-1,9.660109697E-1,9.734238212E0
1.477463500E1,-7.690721418E-1,1.013120086E0,9.727189393E0
1.479453400E1,-8.005183214E-1,1.048127658E0,9.720941058E0
1.481443400E1,-8.170518353E-1,1.064379775E0,9.717799349E0
1.483433400E1,-7.826807322E-1,1.069457058E0,9.720070408E0
1.485423300E1,-7.695839924E-1,1.076374826E0,9.720352829E0
1.487413300E1,-8.494388319E-1,1.083053150E0,9.712957855E0
1.489403300E1,-9.991526956E-1,1.079178566E0,9.699132113E0
1.491393300E1,-1.130736463E0,1.075223436E0,9.685113999E0
1.493383200E1,-1.178334991E0,1.090130620E0,9.677770481E0
1.495373200E1,-1.151884015E0,1.096819835E0,9.680198829E0
1.497363200E1,-1.152356105E0,1.074569864E0,9.682637703E0
1.499353200E1,-1.199900400E0,1.024516090E0,9.682288039E0
1.501343062E1,-1.282461623E0,9.713684079E-1,9.677181081E0
1.503333062E1,-1.365478344E0,9.312566547E-1,9.669763888E0
1.505323062E1,-1.401185390E0,9.006674577E-1,9.667553056E0
1.507312963E1,-1.354282096E0,8.596129871E-1,9.677969286E0
1.509302963E1,-1.278201926E0,8.027836789E-1,9.693184910E0
1.511292963E1,-1.226579052E0,7.465147533E-1,9.704345491E0
1.513282962E1,-1.229464214E0,6.966809077E-1,9.707685421E0
1.515272863E1,-1.252258415E0,6.593669010E-1,9.707377857E0
1.517262863E1,-1.232936145E0,6.145720397E-1,9.712788870E0
1.519252863E1,-1.191444814E0,5.456986732E-1,9.722076588E0
1.521242863E1,-1.167350339E0,4.722815086E-1,9.728840647E0
1.523232762E1,-1.137919621E0,4.169157585E-1,9.734855677E0
1.525222762E1,-1.073510568E0,3.711252260E-1,9.744020603E0
1.527212762E1,-9.905348499E-1,3.200978906E-1,9.754613419E0
1.529202762E1,-9.082560472E-1,2.579669303E-1,9.764457207E0
1.531192662E1,-8.111677822E-1,1.974350920E-1,9.774412091E0
1.533182662E1,-7.094509343E-1,1.624605563E-1,9.782964229E0
1.535172662E1,-6.090130552E-1,1.379047265E-1,9.790106603E0
1.537162563E1,-4.792846457E-1,1.337104913E-1,9.797372353E0
1.539152563E1,-3.169713479E-1,1.599576191E-1,9.803572741E0
1.541142563E1,-1.798341872E-1,2.021759962E-1,9.806267722E0
1.543132563E1,-7.756549920E-2,2.745468747E-1,9.805850816E0
1.545122462E1,-1.862913885E-2,3.691994455E-1,9.803032458E0
1.547112462E1,2.901361226E-2,4.825528372E-1,9.798081620E0
1.549102462E1,9.630345907E-2,5.937918393E-1,9.791539171E0
1.551092462E1,1.025214247E-1,6.445343421E-1,9.788266484E0
1.553082362E1,4.462114418E-2,6.500280205E-1,9.788338405E0
1.555072362E1,7.115773656E-3,6.389621649E-1,9.789166371E0
